"ALERT_ID","ALERT_UUID","ALERT_SOURCE","ALERT_TYPE","ALERT_SUBTYPE","TRANSACTION_ID","COMPANY_ID","ALERT_PRIORITY","ALERT_TITLE","ALERT_DESCRIPTION","RISK_DRIVERS","RECOMMENDED_ACTIONS","STATUS","ASSIGNED_TO","ASSIGNED_AT","RESOLUTION_CODE","RESOLUTION_NOTES","RESOLVED_BY","RESOLVED_AT","SLA_DUE_AT","SLA_BREACHED","CREATED_AT","UPDATED_AT"
15034,e496e4bf-9f88-4730-b033-516d46697fca,ML_MODEL,HIGH_RISK_GEOGRAPHY,FREQUENCY,54407,593,HIGH,Alert for transaction TXN-054407,Risk score 82 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_17,2025-04-28 20:31:33.000,FALSE_POSITIVE,No suspicious activity found,analyst_17,2026-06-24 16:17:30.000,2025-04-29 20:31:33.000,false,2025-04-28 20:31:33.000,2026-06-24 16:17:30.000
15036,a2cdd9c0-e91e-4577-aa4e-62c44cc74a1d,RULE_ENGINE,SUSPICIOUS_PATTERN,SIZE,107581,3117,CRITICAL,Alert for transaction TXN-107581,Risk score 96 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_8,2024-04-22 03:28:08.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_8,2026-06-24 16:17:30.000,2024-04-22 07:28:08.000,false,2024-04-22 03:28:08.000,2026-06-24 16:17:30.000
15037,"98f0a736-9426-4afa-bb63-9b9df9bf9a4b",RULE_ENGINE,THRESHOLD_BREACH,STRUCTURING,121764,2113,MEDIUM,Alert for transaction TXN-121764,Risk score 34 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_7,2025-07-02 15:54:04.000,FALSE_POSITIVE,No suspicious activity found,analyst_7,2026-06-24 16:17:30.000,2025-07-05 15:54:04.000,false,2025-07-02 15:54:04.000,2026-06-24 16:17:30.000
15040,f510533a-4da4-4578-9c7a-c45f277e8552,ML_MODEL,VELOCITY_ANOMALY,PATTERN,130333,1684,MEDIUM,Alert for transaction TXN-130333,Risk score 71 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_TRUE,analyst_14,2025-12-15 09:55:08.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_14,2026-06-24 16:17:30.000,2025-12-18 09:55:08.000,false,2025-12-15 09:55:08.000,2026-06-24 16:17:30.000
15041,b18d849a-c835-4063-8d52-3f8f2288254d,ML_MODEL,VELOCITY_ANOMALY,GEOGRAPHY,97330,3091,HIGH,Alert for transaction TXN-097330,Risk score 81 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_9,2024-02-04 06:15:29.000,FALSE_POSITIVE,No suspicious activity found,analyst_9,2026-06-24 16:17:30.000,2024-02-05 06:15:29.000,false,2024-02-04 06:15:29.000,2026-06-24 16:17:30.000
15042,d6a82489-1ed3-4265-9dfa-ef69ff058de5,ML_MODEL,SUSPICIOUS_PATTERN,FREQUENCY,66942,323,CRITICAL,Alert for transaction TXN-066942,Risk score 91 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_5,2024-09-02 20:51:06.000,FALSE_POSITIVE,No suspicious activity found,analyst_5,2026-06-24 16:17:30.000,2024-09-03 00:51:06.000,false,2024-09-02 20:51:06.000,2026-06-24 16:17:30.000
15044,"3a544466-1a41-435e-99d1-fafad7673935",RULE_ENGINE,SUSPICIOUS_PATTERN,FREQUENCY,105437,4777,CRITICAL,Alert for transaction TXN-105437,Risk score 100 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_4,2025-06-19 03:25:20.000,FALSE_POSITIVE,No suspicious activity found,analyst_4,2026-06-24 16:17:30.000,2025-06-19 07:25:20.000,false,2025-06-19 03:25:20.000,2026-06-24 16:17:30.000
15045,d1a29414-0064-4ec5-9694-0f40d6449fc5,RULE_ENGINE,SUSPICIOUS_PATTERN,FREQUENCY,102941,2254,HIGH,Alert for transaction TXN-102941,Risk score 79 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_19,2026-04-06 12:01:16.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_19,2026-06-24 16:17:30.000,2026-04-07 12:01:16.000,false,2026-04-06 12:01:16.000,2026-06-24 16:17:30.000
15046,"0de57cce-c396-478b-8ab3-b16b7323f20f",RULE_ENGINE,THRESHOLD_BREACH,PATTERN,76320,786,CRITICAL,Alert for transaction TXN-076320,Risk score 94 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_16,2024-06-20 23:08:55.000,FALSE_POSITIVE,No suspicious activity found,analyst_16,2026-06-24 16:17:30.000,2024-06-21 03:08:55.000,false,2024-06-20 23:08:55.000,2026-06-24 16:17:30.000
15047,"5051d99f-c8ff-4592-b9bc-79d56ac7334f",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,GEOGRAPHY,7182,1682,CRITICAL,Alert for transaction TXN-007182,Risk score 92 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_17,2024-05-18 19:29:59.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_17,2026-06-24 16:17:30.000,2024-05-18 23:29:59.000,false,2024-05-18 19:29:59.000,2026-06-24 16:17:30.000
15050,"22ba4716-7e8a-4137-b66a-2d82875ad95f",ML_MODEL,VELOCITY_ANOMALY,SIZE,114541,977,HIGH,Alert for transaction TXN-114541,Risk score 79 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_1,2025-12-29 06:56:55.000,FALSE_POSITIVE,No suspicious activity found,analyst_1,2026-06-24 16:17:30.000,2025-12-30 06:56:55.000,false,2025-12-29 06:56:55.000,2026-06-24 16:17:30.000
15053,"8c889ff7-ea86-4c3b-9f6d-bef7fe9ca406",RULE_ENGINE,VELOCITY_ANOMALY,ROUND_TRIPPING,117374,4072,MEDIUM,Alert for transaction TXN-117374,Risk score 33 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_5,2024-12-31 12:11:30.000,FALSE_POSITIVE,No suspicious activity found,analyst_5,2026-06-24 16:17:30.000,2025-01-03 12:11:30.000,false,2024-12-31 12:11:30.000,2026-06-24 16:17:30.000
15054,"53cac88e-a83f-40e9-9317-9b08b43726a6",ML_MODEL,VELOCITY_ANOMALY,SIZE,4666,3631,HIGH,Alert for transaction TXN-004666,Risk score 85 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_3,2025-07-31 03:23:40.000,FALSE_POSITIVE,No suspicious activity found,analyst_3,2026-06-24 16:17:30.000,2025-08-01 03:23:40.000,false,2025-07-31 03:23:40.000,2026-06-24 16:17:30.000
15055,bae2b6e1-9898-442d-9022-33c7f09a8704,RULE_ENGINE,SUSPICIOUS_PATTERN,PATTERN,30228,2293,HIGH,Alert for transaction TXN-030228,Risk score 80 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_18,2024-06-26 06:41:22.000,FALSE_POSITIVE,No suspicious activity found,analyst_18,2026-06-24 16:17:30.000,2024-06-27 06:41:22.000,false,2024-06-26 06:41:22.000,2026-06-24 16:17:30.000
15056,e2b27b5d-77a7-41b2-a0e6-0191e46c7b83,RULE_ENGINE,THRESHOLD_BREACH,PATTERN,92445,46,CRITICAL,Alert for transaction TXN-092445,Risk score 91 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_TRUE,analyst_19,2024-07-23 08:16:23.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_19,2026-06-24 16:17:30.000,2024-07-23 12:16:23.000,false,2024-07-23 08:16:23.000,2026-06-24 16:17:30.000
15057,b4e4660d-496e-454d-9596-b8367185395f,RULE_ENGINE,HIGH_RISK_GEOGRAPHY,FREQUENCY,75726,4413,MEDIUM,Alert for transaction TXN-075726,Risk score 73 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_10,2026-03-29 02:44:57.000,FALSE_POSITIVE,No suspicious activity found,analyst_10,2026-06-24 16:17:30.000,2026-04-01 02:44:57.000,false,2026-03-29 02:44:57.000,2026-06-24 16:17:30.000
15059,"447407ce-64eb-4c0f-a56c-89ed2e58daf3",SANCTIONS,COUNTERPARTY_RISK,FREQUENCY,77346,1208,HIGH,Alert for transaction TXN-077346,Risk score 76 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_14,2026-01-29 12:40:23.000,FALSE_POSITIVE,No suspicious activity found,analyst_14,2026-06-24 16:17:30.000,2026-01-30 12:40:23.000,false,2026-01-29 12:40:23.000,2026-06-24 16:17:30.000
15060,"51c4730d-c69f-4543-ada3-f1a0b5f8d77d",ML_MODEL,VELOCITY_ANOMALY,FREQUENCY,77470,2830,CRITICAL,Alert for transaction TXN-077470,Risk score 90 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_TRUE,analyst_8,2024-02-11 21:32:54.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_8,2026-06-24 16:17:30.000,2024-02-12 01:32:54.000,false,2024-02-11 21:32:54.000,2026-06-24 16:17:30.000
15061,"2b4f36c4-4f1b-44c3-b50b-c64019b7d1a1",ML_MODEL,HIGH_RISK_GEOGRAPHY,ROUND_TRIPPING,50066,2306,MEDIUM,Alert for transaction TXN-050066,Risk score 27 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_TRUE,analyst_19,2025-12-04 01:26:46.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_19,2026-06-24 16:17:30.000,2025-12-07 01:26:46.000,false,2025-12-04 01:26:46.000,2026-06-24 16:17:30.000
15062,"9ae6b940-9d98-40c2-ba34-d24789ec63f4",RULE_ENGINE,COUNTERPARTY_RISK,INTEGRATION,29552,4614,MEDIUM,Alert for transaction TXN-029552,Risk score 44 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_6,2025-03-09 04:06:35.000,FALSE_POSITIVE,No suspicious activity found,analyst_6,2026-06-24 16:17:30.000,2025-03-12 04:06:35.000,false,2025-03-09 04:06:35.000,2026-06-24 16:17:30.000
15063,"91f94dfb-62d9-4d34-b9d1-1a34b3d53e1f",ML_MODEL,COUNTERPARTY_RISK,SIZE,17718,1349,MEDIUM,Alert for transaction TXN-017718,Risk score 70 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_1,2024-05-07 08:35:22.000,FALSE_POSITIVE,No suspicious activity found,analyst_1,2026-06-24 16:17:30.000,2024-05-10 08:35:22.000,false,2024-05-07 08:35:22.000,2026-06-24 16:17:30.000
15065,bbf66f15-6b13-45f5-8760-8e7a2d153358,RULE_ENGINE,VELOCITY_ANOMALY,PATTERN,98173,3755,HIGH,Alert for transaction TXN-098173,Risk score 80 exceeded threshold. VELOCITY_ANOMALY detected.,[],[],CLOSED_FALSE,analyst_17,2024-02-09 17:42:04.000,FALSE_POSITIVE,No suspicious activity found,analyst_17,2026-06-24 16:17:30.000,2024-02-10 17:42:04.000,false,2024-02-09 17:42:04.000,2026-06-24 16:17:30.000
15066,"62615ce3-4953-4143-a768-c9e5d553c4eb",ML_MODEL,SUSPICIOUS_PATTERN,SIZE,88591,4562,HIGH,Alert for transaction TXN-088591,Risk score 81 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_FALSE,analyst_11,2025-09-26 09:49:54.000,FALSE_POSITIVE,No suspicious activity found,analyst_11,2026-06-24 16:17:30.000,2025-09-27 09:49:54.000,false,2025-09-26 09:49:54.000,2026-06-24 16:17:30.000
15067,a315ea91-51e8-4627-b744-589556f52c18,ML_MODEL,COUNTERPARTY_RISK,SIZE,124290,1983,HIGH,Alert for transaction TXN-124290,Risk score 75 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_18,2025-12-15 07:41:44.000,FALSE_POSITIVE,No suspicious activity found,analyst_18,2026-06-24 16:17:30.000,2025-12-16 07:41:44.000,false,2025-12-15 07:41:44.000,2026-06-24 16:17:30.000
15068,"2125c676-e4d6-4c43-bf8b-37daed9bdbb4",RULE_ENGINE,THRESHOLD_BREACH,PATTERN,69120,3412,HIGH,Alert for transaction TXN-069120,Risk score 78 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_16,2026-06-16 08:27:12.000,FALSE_POSITIVE,No suspicious activity found,analyst_16,2026-06-24 16:17:30.000,2026-06-17 08:27:12.000,false,2026-06-16 08:27:12.000,2026-06-24 16:17:30.000
15069,"3312839f-90d5-4589-b777-2cfc958ba06b",RULE_ENGINE,SUSPICIOUS_PATTERN,GEOGRAPHY,47216,2559,CRITICAL,Alert for transaction TXN-047216,Risk score 98 exceeded threshold. SUSPICIOUS_PATTERN detected.,[],[],CLOSED_TRUE,analyst_17,2026-01-10 07:43:46.000,TRUE_POSITIVE,Suspicious activity confirmed,analyst_17,2026-06-24 16:17:30.000,2026-01-10 11:43:46.000,false,2026-01-10 07:43:46.000,2026-06-24 16:17:30.000
15073,"5d8bfdc3-e8cb-41f0-8fa1-ce7eece355bc",RULE_ENGINE,COUNTERPARTY_RISK,SIZE,78905,2776,HIGH,Alert for transaction TXN-078905,Risk score 86 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_11,2024-12-29 05:11:15.000,FALSE_POSITIVE,No suspicious activity found,analyst_11,2026-06-24 16:17:30.000,2024-12-30 05:11:15.000,false,2024-12-29 05:11:15.000,2026-06-24 16:17:30.000
15074,"1e017132-42fa-4abf-8308-f821cd9a7363",RULE_ENGINE,HIGH_RISK_GEOGRAPHY,GEOGRAPHY,105553,2097,HIGH,Alert for transaction TXN-105553,Risk score 88 exceeded threshold. HIGH_RISK_GEOGRAPHY detected.,[],[],CLOSED_FALSE,analyst_11,2024-06-14 09:33:07.000,FALSE_POSITIVE,No suspicious activity found,analyst_11,2026-06-24 16:17:30.000,2024-06-15 09:33:07.000,false,2024-06-14 09:33:07.000,2026-06-24 16:17:30.000
15075,c420cf4b-7255-4e24-a022-69cd9a8c5265,ML_MODEL,COUNTERPARTY_RISK,FREQUENCY,145730,4695,HIGH,Alert for transaction TXN-145730,Risk score 81 exceeded threshold. COUNTERPARTY_RISK detected.,[],[],CLOSED_FALSE,analyst_8,2025-05-27 10:48:10.000,FALSE_POSITIVE,No suspicious activity found,analyst_8,2026-06-24 16:17:30.000,2025-05-28 10:48:10.000,false,2025-05-27 10:48:10.000,2026-06-24 16:17:30.000
15076,f164e8fa-25c5-4084-bc81-89aac937c8b1,ML_MODEL,THRESHOLD_BREACH,FREQUENCY,115497,941,HIGH,Alert for transaction TXN-115497,Risk score 82 exceeded threshold. THRESHOLD_BREACH detected.,[],[],CLOSED_FALSE,analyst_10,2024-01-01 10:36:18.000,FALSE_POSITIVE,No suspicious activity found,analyst_10,2026-06-24 16:17:30.000,2024-01-02 10:36:18.000,false,2024-01-01 10:36:18.000,2026-06-24 16:17:30.000
